,nonfin,hh,totPrivate,centralGovt
1946-03-31,,,,
1946-06-30,,,,
1946-09-30,,,,
1946-12-31,,,,
1947-03-31,,,,
1947-06-30,,,,
1947-09-30,,,,
1947-12-31,,,,
1948-03-31,,,,
1948-06-30,,,,
1948-09-30,,,,
1948-12-31,,,,
1949-03-31,,,,
1949-06-30,,,,
1949-09-30,,,,
1949-12-31,,,,
1950-03-31,,,,
1950-06-30,,,,
1950-09-30,,,,
1950-12-31,,,,
1951-03-31,,,,
1951-06-30,,,,
1951-09-30,,,,
1951-12-31,,,,
1952-03-31,,,,
1952-06-30,,,,
1952-09-30,,,,
1952-12-31,,,,
1953-03-31,0.02287231300582503,0.03558946337440072,0.058461776380225754,0.017454507964328108
1953-06-30,0.021531643986327984,0.03603072375424062,0.0575623677405686,0.00995790672088501
1953-09-30,0.01951831807572645,0.034810862768456775,0.05432918084418326,0.030876522032563844
1953-12-31,0.013140917687903174,0.03254916185195741,0.04569007953986058,0.03602093426950286
1954-03-31,0.012619860125342225,0.02625958556618095,0.03887944569152318,0.04516731759851554
1954-06-30,0.011009502202677376,0.02445865415245481,0.03546815635513218,0.04857026683345374
1954-09-30,0.012084522603811826,0.026509222600742743,0.03859374520455453,0.025460618522951603
1954-12-31,0.015382729515127563,0.03075795403943623,0.04614068355456383,0.021879549900683908
1955-03-31,0.015379848114013767,0.037857715222248865,0.05323756333626263,0.007211800335534015
1955-06-30,0.02048005845345077,0.04488864427848894,0.0653687027319397,-5.9307478435746905e-05
1955-09-30,0.021653987136843595,0.048389083749979654,0.07004307088682325,0.000271953251933352
1955-12-31,0.028131377375930026,0.048296468478032054,0.07642784585396212,-0.0033722877563533296
1956-03-31,0.031233939592401037,0.044618939114852686,0.07585287870725366,-0.0012893806879426017
1956-06-30,0.03183336696486621,0.039765924530840095,0.0715992914957063,-0.0049034775005045
1956-09-30,0.03168946189086219,0.03486106770746754,0.06655052959832973,-0.013249377757978348
1956-12-31,0.027876289734462885,0.032224087494543585,0.06010037722900641,-0.017384675858863784
1957-03-31,0.0271042341185962,0.03030573950730023,0.05740997362589649,-0.0027353287396840323
1957-06-30,0.027081192733435764,0.02977172819236269,0.05685292092579845,-0.015073354165563284
1957-09-30,0.025535464764645768,0.0288306325470813,0.054366097311727125,0.0004609063796951003
1957-12-31,0.0255230971393915,0.025636813908824378,0.05115991104821588,0.021772549614205328
1958-03-31,0.024397912478076763,0.0217243444411173,0.046122256919194124,0.026117551439449056
1958-06-30,0.020831479433363404,0.01838009398743164,0.039211573420795044,0.05151511299255478
1958-09-30,0.019920097315788494,0.018765398556317786,0.03868549587210622,0.022721425322276192
1958-12-31,0.022289837955780684,0.023613015583869686,0.045902853539650366,0.014354775750417857
1959-03-31,0.02213861618952443,0.029247741657358998,0.05138635784688337,0.006721141222346338
1959-06-30,0.027639753335386954,0.035120816296854686,0.06276056963224169,-0.0007289731427926916
1959-09-30,0.028428635097917498,0.03990598704083926,0.06833462213875681,0.021303382257149065
1959-12-31,0.02790200529701096,0.041513431706394224,0.06941543700340519,0.011802875520242104
1960-03-31,0.028875071869794013,0.037926980289248256,0.06680205215904232,0.020068257876192274
1960-06-30,0.02708287129444813,0.03770606934279592,0.064788940637244,0.024591557625489834
1960-09-30,0.02526007873842564,0.03454886694379077,0.059808945682216307,0.027574944465216557
1960-12-31,0.02540184414204449,0.03248074313630026,0.0578825872783447,0.03091094545138169
1961-03-31,0.02250934831510152,0.03199160394702561,0.05450095226212713,0.01954981303369792
1961-06-30,0.02122780332826325,0.030145172758282383,0.05137297608654569,0.016992322854134226
1961-09-30,0.022342442007948403,0.0289044223343386,0.051246864342287,0.019173313791256724
1961-12-31,0.02426405241366006,0.031070663368996887,0.055334715782656994,0.017516000358242613
1962-03-31,0.024996085944247032,0.031240057035788756,0.05623614298003574,0.02756505329007955
1962-06-30,0.0279429547975735,0.03251016879703381,0.060453123594607264,0.028297738379588412
1962-09-30,0.028642408300452997,0.03523489106394298,0.06387729936439603,0.021128784109735683
1962-12-31,0.029502841837067997,0.03568792055922127,0.06519076239628922,0.026406219376755743
1963-03-31,0.03000617689070763,0.03768385901246959,0.06769003590317726,0.01830708154782591
1963-06-30,0.02920038364308487,0.04094627726470108,0.07014666090778586,0.019058295964125577
1963-09-30,0.028322088497992084,0.04191054614520422,0.07023263464319626,0.012792422615463917
1963-12-31,0.029648070612198717,0.04351941621376951,0.07316748682596819,0.008210258464869802
1964-03-31,0.029224181946845562,0.04394152476329531,0.07316570671014087,0.008017055277372119
1964-06-30,0.03066862735274966,0.04353636650291594,0.07420499385566559,0.010821101147237104
1964-09-30,0.03175435782501072,0.04173945964848395,0.0734938174734947,0.01722032683506949
1964-12-31,0.03160103195237761,0.04147169372984242,0.0730727256822201,0.018354583770125263
1965-03-31,0.03502277824990602,0.03969963359757037,0.07472241184747627,0.01927583276445759
1965-06-30,0.03698073517750833,0.03892680134375797,0.07590753652126637,0.014248326807643473
1965-09-30,0.03762596370323614,0.03796093273528237,0.07558689643851851,0.006324375469590594
1965-12-31,0.038342594547953794,0.03722580737105449,0.07556840191900828,0.003656117648735456
1966-03-31,0.04015412185479067,0.035629996958782675,0.07578411881357335,0.004640998122488219
1966-06-30,0.043632085726246946,0.035325057361602366,0.07895714308784939,0.00012919559592087886
1966-09-30,0.04327154182700166,0.03102101171492786,0.07429255354192951,0.004725256759691461
1966-12-31,0.04129955286318768,0.02703701659182382,0.06833656945501157,0.01611060575877654
1967-03-31,0.03928592582062854,0.022693296373953092,0.06197922219458169,0.02177168105950219
1967-06-30,0.03774869461461537,0.019711819906876833,0.057460514521492076,0.012289998739668552
1967-09-30,0.03707093927300507,0.021751366394947944,0.05882230566795301,0.021746743362770462
1967-12-31,0.03704623916118983,0.038492737444111316,0.07553897660530107,0.01633238374975468
1968-03-31,0.03765613539670126,0.02825089868229921,0.06590703407900055,0.017564579216549185
1968-06-30,0.03750010702696224,0.033350671701214966,0.07085077872817727,0.031305386452955226
1968-09-30,0.03886729945047723,0.03435437646254565,0.07322167591302288,0.03232561196855367
1968-12-31,0.043180479943803404,0.02517483962273897,0.06835531956654232,0.020640889228639603
1969-03-31,0.04308809598353836,0.03175458077168172,0.07484267675521997,0.01395095521459485
1969-06-30,0.046506511268359384,0.029863630056886862,0.07637014132524625,-9.315969951041019e-05
1969-09-30,0.04769621226537833,0.027588557181083485,0.07528476944646176,-0.011927693998578605
1969-12-31,0.04635952326597292,0.025603310513828952,0.07196283377980198,-0.004866362856127332
1970-03-31,0.04802701674277016,0.019243721461187198,0.0672707382039574,0.004437785388127873
1970-06-30,0.048767302962876215,0.014434477105047413,0.06320178006792368,0.011502049420306816
1970-09-30,0.04819351434866799,0.015135457650090823,0.06332897199875892,0.02627941944222183
1970-12-31,0.0469930406537523,0.01276033246127166,0.05975337311502396,0.04348305358770101
1971-03-31,0.04334822702782696,0.02129222767619606,0.06464045470402302,0.046110842914982575
1971-06-30,0.04238452750263566,0.02703777920573986,0.06942230670837543,0.042980408572038914
1971-09-30,0.04305602139809372,0.031404249899165765,0.07446027129725948,0.04737979493493536
1971-12-31,0.04323038703785698,0.03708906264570942,0.0803194496835664,0.044110839563571105
1972-03-31,0.04448691664046021,0.039523520468321,0.08401043710878121,0.031228440552604448
1972-06-30,0.045936847790809796,0.04330254451901455,0.08923939230982447,0.03649647140762291
1972-09-30,0.046036390234982176,0.044639328790623614,0.09067571902560574,0.023303728751571006
1972-12-31,0.05340265361531005,0.04511763076941604,0.09852028438472604,0.01824059525744524
1973-03-31,0.058168117372902874,0.04715968899955716,0.10532780637246003,0.01847853704927074
1973-06-30,0.06268464170050367,0.04515848862037776,0.10784313032088126,0.015314519477157626
1973-09-30,0.06765827101806478,0.04710852969442855,0.11476680071249333,0.014588816867735412
1973-12-31,0.06314007623168633,0.044307042862203785,0.10744711909389018,0.011073035157750264
1974-03-31,0.0615534106889108,0.038408432352540774,0.0999618430414515,0.007495931153848989
1974-06-30,0.06144611700486777,0.03852277302268676,0.0999688900275546,0.009301620332850542
1974-09-30,0.058872095721481554,0.03728655804454541,0.09615865376602696,0.011754932289590023
1974-12-31,0.05797225568379661,0.034253747158023554,0.09222600284182009,0.01743099709379195
1975-03-31,0.04978479267577326,0.030977355585861403,0.0807621482616348,0.03200636587967702
1975-06-30,0.03768858366937008,0.02641821033711838,0.06410679400648846,0.046533196355850126
1975-09-30,0.028824671602858763,0.026512147477512262,0.055336819080371025,0.04899112187247785
1975-12-31,0.022675841212919916,0.03178795241995401,0.05446379363287393,0.05881551635769829
1976-03-31,0.023085580946197386,0.03632819130265692,0.059413772248854184,0.057868581319174446
1976-06-30,0.027063183057896744,0.042674855263527274,0.06973803832142407,0.0540664416530082
1976-09-30,0.031506585008253166,0.044647447891875,0.07615403290012822,0.057358427358183486
1976-12-31,0.03679004980165677,0.04590044941949766,0.08269049922115448,0.04835149950394804
1977-03-31,0.04352605388183328,0.048281546055410504,0.09180759993724384,0.036213548099009965
1977-06-30,0.047440329314186576,0.05243665940467207,0.09987698871885864,0.028597569250389962
1977-09-30,0.049913782238433055,0.057016539743485056,0.10693032198191811,0.02447376010928631
1977-12-31,0.054847592952820136,0.06018103101738695,0.11502862397020704,0.017841119638492397
1978-03-31,0.05534102671194315,0.06184468575786742,0.11718571246981062,0.022538542555702864
1978-06-30,0.05597407482223836,0.06330884834791756,0.11928292317015587,0.01983416772708226
1978-09-30,0.05613278704062078,0.06549166135363184,0.12162444839425257,0.022349401036219203
1978-12-31,0.054150892892829004,0.06520723680624828,0.11935812969907737,0.020824813106769657
1979-03-31,0.05539002853626007,0.06572324181413035,0.12111327035039038,0.020790703749292518
1979-06-30,0.058019941750053095,0.06301367642683228,0.12103361817688539,0.025343782356525655
1979-09-30,0.06089673541225805,0.06228826664017564,0.12318500205243368,0.01979858035324353
1979-12-31,0.058566025045862856,0.06200156174108808,0.12056758678695077,0.02146641393921838
1980-03-31,0.0590621260988974,0.06105793804810455,0.12012006414700187,0.008881148108029072
1980-06-30,0.0483936236841127,0.05042876262980133,0.09882238631391412,0.03267304221992796
1980-09-30,0.042846045294160646,0.04425126983076742,0.08709731512492806,0.025935039697418106
1980-12-31,0.04383905582777352,0.04129648169504046,0.08513553752281405,0.02612075401675467
1981-03-31,0.04007930334939498,0.03313193816284841,0.07321124151224354,0.04076331714361983
1981-06-30,0.0513326031167432,0.03868008292090009,0.09001268603764329,0.0099831400915469
1981-09-30,0.05702769022596697,0.03597640808818225,0.0930040983141493,0.012737191119818398
1981-12-31,0.056017737039969935,0.03242026835990293,0.0884380053998728,0.032441604502291825
1982-03-31,0.05834190004465074,0.03095071865698402,0.08929261870163462,0.031183440012558378
1982-06-30,0.054252256621604274,0.0265893590942541,0.08084161571585824,0.03837337168499616
1982-09-30,0.049877581526663224,0.020158202334773723,0.07003578386143687,0.08104869349990884
1982-12-31,0.04382904523974731,0.02096685408432057,0.06479589932406801,0.08486872094284274
1983-03-31,0.0447251737700066,0.017321003865650303,0.062046177635656966,0.08846860422299335
1983-06-30,0.041282278543263065,0.02423321694578817,0.06551549548905129,0.0946849377229768
1983-09-30,0.04084838388161705,0.03637774149749848,0.07722612537911547,0.06704987749306822
1983-12-31,0.049710043413112893,0.042611996818725885,0.09232204023183878,0.046847371047981035
1984-03-31,0.05392095400933562,0.051454764954629584,0.10537571896396515,0.04216881342990655
1984-06-30,0.06521072795023745,0.053671674563129844,0.11888240251336724,0.03015237675768733
1984-09-30,0.0706455285548142,0.05226761339291178,0.12291314194772608,0.04585003366591171
1984-12-31,0.07819429000631786,0.05256534148911274,0.1307596314954305,0.0648421581414812
1985-03-31,0.07233778894833486,0.06143467588048516,0.13377246482882008,0.06798666152266294
1985-06-30,0.06620383726044475,0.06285660134946502,0.12906043860990993,0.09578319522725515
1985-09-30,0.05949065520372269,0.06963227867044865,0.1291229338741713,0.08105137876976996
1985-12-31,0.056563610040651656,0.07923009729317157,0.13579370733382337,0.09769032788235357
1986-03-31,0.05787425347623526,0.06700800861777131,0.12488226209400667,0.1135545778139415
1986-06-30,0.05967188373147009,0.06446140442739162,0.12413328815886161,0.09387306560125314
1986-09-30,0.06264035025085347,0.06265467419643209,0.12529502444728566,0.09323738315404166
1986-12-31,0.06284144264879948,0.05636088935417108,0.11920233200297056,0.07222261464904767
1987-03-31,0.06182345521833672,0.05116095275124332,0.11298440796957994,0.04553894449908049
1987-06-30,0.05679877490553788,0.05583730046440398,0.11263607536994186,0.03286407443780478
1987-09-30,0.053893343405898866,0.053062356755118965,0.10695570016101764,0.01080385009483974
1987-12-31,0.048940553842516596,0.04187744633879358,0.09081800018131009,0.020953499544927562
1988-03-31,0.050555922175625996,0.049513223158088954,0.10006914533371494,0.030441489407833734
1988-06-30,0.053775927565820385,0.046944761076801775,0.10072068864262207,0.03634637601743035
1988-09-30,0.05362915934342069,0.046605279173019716,0.1002344385164405,0.05551981085913153
1988-12-31,0.05507408173595044,0.05225419570557248,0.107328277441523,0.03743618169726176
1989-03-31,0.053518501146653984,0.05044678587609752,0.1039652870227515,0.03143785995671034
1989-06-30,0.051361585813572384,0.04933876624220067,0.10070035205577313,0.05323937102124328
1989-09-30,0.046344878686440646,0.04855860862297679,0.09490348730941743,0.04633820659430959
1989-12-31,0.041457486440875865,0.048969965915795714,0.0904274523566715,0.058684025036726296
1990-03-31,0.03886150512345167,0.052218902341529004,0.09108040746498075,0.04447306273552836
1990-06-30,0.03211360751996469,0.04913064166812634,0.08124424918809103,0.03316209252708208
1990-09-30,0.029892357853115392,0.045498208180856384,0.07539056603397178,0.03572798928565964
1990-12-31,0.021731357580761706,0.04303538558666967,0.06476674316743145,0.04438865141880578
1991-03-31,0.009308259010753309,0.03590316640205148,0.04521142541280464,0.06077169554899624
1991-06-30,0.003586011893200794,0.03427431530202576,0.03786032719522655,0.0551394824952806
1991-09-30,-0.0058086313154645675,0.03053511500358444,0.024726483688119943,0.07504426809360137
1991-12-31,-0.013936059151988795,0.03322223179994067,0.019286172647951728,0.08609570694735773
1992-03-31,-0.009466137742252117,0.03195925509287768,0.02249311735062556,0.06819739806151152
1992-06-30,-0.010452863132214914,0.028245046217888033,0.01779218308567319,0.08431988623289094
1992-09-30,-0.006373425926588626,0.031835302097373674,0.025461876170784974,0.08284966393015843
1992-12-31,-0.001210932278649759,0.029797765328509144,0.028586833049859452,0.05248695403830943
1993-03-31,0.0016579341667732426,0.027609797459201398,0.029267731625974708,0.079156140188981
1993-06-30,0.007896384444037475,0.030698321720902564,0.0385947061649399,0.07293941097137165
1993-09-30,0.012729839069423331,0.033008684270407124,0.04573852333983039,0.06605151510484163
1993-12-31,0.017825017130665557,0.03524397404066134,0.05306899117132696,0.06162020879593735
1994-03-31,0.02354007756422042,0.03827252934797821,0.06181260691219869,0.026823402830829835
1994-06-30,0.024436689130888634,0.040064683933102106,0.0645013730639908,-0.002354237952589945
1994-09-30,0.02616123829042807,0.04002755393990646,0.06618879223033465,-0.019783319635933386
1994-12-31,0.02840990180392764,0.04300732580686348,0.07141722761079113,-0.019185845000219987
1995-03-31,0.028794426802798978,0.042156981737872634,0.07095140854067156,0.016426515918226435
1995-06-30,0.03236882958798162,0.04253490668839472,0.07490373627637646,0.054688717064523336
1995-09-30,0.03149929228015937,0.04498403969738881,0.07648333197754813,0.05553872935817135
1995-12-31,0.03245882387148887,0.04099871008181835,0.07345753395330716,0.0674268512435887
1996-03-31,0.029544633084864862,0.045741178587750446,0.0752858116726153,0.04071516844193813
1996-06-30,0.028609931232291493,0.045894976123014956,0.07450490735530634,0.0070930082013335085
1996-09-30,0.03007916956079442,0.04352763998559656,0.07360680954639098,0.010797760978172585
1996-12-31,0.026608243739445106,0.04352178771057944,0.07013003145002443,0.008923976221616801
1997-03-31,0.0294943412110149,0.03952261572431245,0.06901695693532724,0.01047502258553057
1997-06-30,0.030928326383039908,0.038323477709660714,0.06925180409270051,0.018589065980343527
1997-09-30,0.03693922870177545,0.040287559840481546,0.077226788542257,0.024588174085976328
1997-12-31,0.0431947315890985,0.03941645741849643,0.08261118900759502,0.025474716991635917
1998-03-31,0.050272825292562495,0.040722586640921744,0.09099541193348444,0.03336859723362598
1998-06-30,0.05853351377788711,0.0451911485547062,0.1037246623325934,0.028027138926289545
1998-09-30,0.05820440238712514,0.04410193203734154,0.10230633442446659,0.03097094570971019
1998-12-31,0.061242688958919836,0.048942268181667026,0.11018495714058696,0.015542192799627158
1999-03-31,0.06292050429933797,0.05145592180488946,0.11437642610422724,-0.00029860052771164727
1999-06-30,0.05612405177909799,0.052503991956449295,0.10862804373554728,-0.01597538552513652
1999-09-30,0.06327206271194277,0.056158447305971075,0.11943051001791403,-0.033832459396215
1999-12-31,0.06010599857890058,0.05722278712864588,0.11732878570754647,-0.034318519810032505
2000-03-31,0.059075522123329366,0.06086820995241657,0.11994373207574603,-0.019739560407591575
2000-06-30,0.06380976609435171,0.058835761736877136,0.12264552783122894,-0.019090176419460456
2000-09-30,0.05347338738786755,0.060471761875806995,0.11394514926367455,-0.01619068152802979
2000-12-31,0.05130143859220572,0.05705801068586387,0.10835944927806951,-0.004766824487919171
2001-03-31,0.0399293260239137,0.049231352715905535,0.08916067873981931,0.0011108693225616389
2001-06-30,0.03361605809193621,0.05318092717541395,0.08679698526735008,0.0005269007160150296
2001-09-30,0.030800674273477085,0.06015461632151771,0.09095529059499471,0.02145382149645906
2001-12-31,0.02687092870046542,0.05839726371524089,0.08526819241570639,0.014984108318213417
2002-03-31,0.025478841689165022,0.06513236874165351,0.09061121043081853,0.004874338119216764
2002-06-30,0.017696900462829793,0.06346358790391113,0.08116048836674085,0.03744709891219361
2002-09-30,0.01464021591602881,0.05893231390574875,0.07357252982177755,0.0466354277286377
2002-12-31,0.014148356003176819,0.06911037863740323,0.08325873464057988,0.0532229570744173
2003-03-31,0.01090382471258794,0.07346014090213378,0.08436396561472165,0.05917857430589533
2003-06-30,0.009989414715534294,0.09066183441432886,0.10065124912986316,0.0642711954299858
2003-09-30,0.010800335358405262,0.09277874592624097,0.10357908128464623,0.037588203185420735
2003-12-31,0.006619099307306529,0.09192588328507914,0.09854498259238582,0.03558927801415131
2004-03-31,0.017398327154589808,0.09201857792452443,0.10941690507911439,0.1145282420073071
2004-06-30,0.021104738158526374,0.08419911591283391,0.10530385407136052,0.0860014962440706
2004-09-30,0.026619275741383997,0.08392282095756104,0.11054209669894519,0.09840327910957515
2004-12-31,0.03551987734005196,0.09165301449200126,0.12717289183205321,0.10192865998398874
2005-03-31,0.03364357512069468,0.09076533281739996,0.12440890793809456,0.029744453892252807
2005-06-30,0.040252216456331376,0.09103625075154795,0.13128846720787912,0.04214547426797569
2005-09-30,0.041622786737724744,0.09521959163723188,0.13684237837495655,0.022703331303589383
2005-12-31,0.04578866867541993,0.0881224987466544,0.1339111674220744,0.019868490965860696
2006-03-31,0.04916320890436605,0.09694542012225434,0.14610862902662033,0.013884514132787922
2006-06-30,0.05315835001599298,0.09670478259838723,0.14986313261438014,-0.0004856068514711902
2006-09-30,0.05332609721355777,0.09438903378835749,0.1477151310019152,0.016792105322175264
2006-12-31,0.05861306805018765,0.09156387571677257,0.15017694376696022,0.012911666035487896
2007-03-31,0.06110608323751684,0.07754890728264052,0.13865499052015723,0.022665266291067045
2007-06-30,0.06669724578638428,0.07383188701328151,0.14052913279966578,0.018061148922468424
2007-09-30,0.07676407084332913,0.0674468385042645,0.1442109093475935,0.023256410748590844
2007-12-31,0.07709906500704528,0.06287865253014663,0.1399777175371918,0.04204617770349227
2008-03-31,0.0752200577720119,0.05931838690757694,0.13453844467958898,0.05866362105786491
2008-06-30,0.06749319565399903,0.03358098493875058,0.1010741805927496,0.055468835430027105
2008-09-30,0.055872770596016065,0.026347022117078765,0.08221979271309508,0.07395895987020587
2008-12-31,0.03888549249107617,-0.008994856500646986,0.02989063599042906,0.12182978545411763
2009-03-31,0.02023682996067881,-0.02490213828889509,-0.004665308328216152,0.12190588561071082
2009-06-30,0.00011509909181800435,-0.021962815747395198,-0.02184771665557694,0.14309297456602704
2009-09-30,-0.019482102745072373,-0.031841336026571423,-0.05132343877164393,0.13937264325487553
2009-12-31,-0.0349505240661057,-0.010892929398993927,-0.04584345346509951,0.08243377555993396
2010-03-31,-0.03145187092216401,-0.01013548349845636,-0.0415873544206205,0.08762932747336345
2010-06-30,-0.03192207367257,-0.011690597234454644,-0.04361267090702477,0.12707755235159243
2010-09-30,-0.01819068367551362,-0.014592918515400283,-0.032783602190913905,0.13103586710722614
2010-12-31,-0.008955869435831128,-0.01227071232214646,-0.021226581757977706,0.1236598264282363
2011-03-31,-0.006372111474759513,-0.007285310288719668,-0.01365742176347918,0.10159129096572324
2011-06-30,0.0030741752052713743,-0.006805027997529014,-0.00373085279225764,0.0661871767310015
2011-09-30,0.0051388385598886465,-0.006756670953094094,-0.0016178323932053312,0.09940539448493917
2011-12-31,0.015576781126910771,-0.008141570959569433,0.007435210167341337,0.11692005677221345
2012-03-31,0.020319969877197936,-0.00941406230980516,0.010905907567392662,0.116393518553776
2012-06-30,0.02306940757567202,-0.009304024818327188,0.01376538275734472,0.13493265987533498
2012-09-30,0.028169142305438433,-0.004157432012534037,0.024011710292904172,0.08108733196855955
2012-12-31,0.03306177208037008,-0.004004740427253461,0.029057031653116735,0.06813071299637397
2013-03-31,0.03170120493619908,-0.0036466198833755574,0.02805458505282352,0.07218458198515579
2013-06-30,0.033916306635814984,-0.00022244359062547408,0.03369386304518973,0.007887822075900625
2013-09-30,0.034099981790931856,0.002420357880597458,0.03652033967152931,-0.00815407767983702
2013-12-31,0.02850910813394517,0.013051174383252909,0.04156028251719808,-0.0036318856425492396
2014-03-31,0.03570031491611439,0.014042633672726424,0.04974294858884092,0.004602984409708406
2014-06-30,0.03612179699899773,0.01851876815280807,0.05464056515180559,0.04295789073412816
2014-09-30,0.03583050952853904,0.013669432830124124,0.04949994235866327,0.05377301908055202
2014-12-31,0.04226962015274921,0.006913983665577773,0.049183603818327086,0.062044115399560514
2015-03-31,0.04403868402849926,0.005222291635040606,0.04926097566353986,0.050725476894668595
2015-06-30,0.04954076798424368,0.007375226060174698,0.056915994044418376,0.022477530069974692
2015-09-30,0.0474502007774933,0.010727935936514249,0.05817813671400764,0.021659878702324827
2015-12-31,0.044849003496038375,0.008460725108158545,0.05330972860419692,0.024372588356271197
2016-03-31,0.04663723468280403,0.010715610631550795,0.05735284531435482,0.04878881369491405
2016-06-30,0.039273792363045755,0.010792493886887071,0.05006628624993292,0.0837425849745342
2016-09-30,0.04165852210778189,0.017408785412360555,0.05906730752014235,0.07999257651904942
2016-12-31,0.03609090307252092,0.02128266372714578,0.05737356679966651,0.03517095422690986
2017-03-31,0.03606982947570711,0.02383124361433836,0.05990107309004556,-0.004296518740674036
2017-06-30,0.040223730228318606,0.024685601575955073,0.06490933180427377,-0.0175228306261052
2017-09-30,0.03935156582296184,0.02146871677675321,0.06082028259971515,-0.0010574856218657227
2017-12-31,0.049253527052888976,0.026317482884284645,0.07557100993717362,0.02327609896758248
2018-03-31,0.04197208655278092,0.025528184539093147,0.06750027109187406,0.045533109889406814
2018-06-30,0.05183087555655227,0.024332771053936494,0.07616364661048859,0.04338155273676833
2018-09-30,0.04807536599702941,0.026729856056025077,0.07480522205305432,0.027818719846955484
2018-12-31,0.044555549960107306,0.02277141785740909,0.06732696781751657,0.05212140898360225
2019-03-31,0.05054882218394243,0.020758398562862598,0.07130722074680503,0.05067872793147386
2019-06-30,0.03769510719635182,0.021856806769209196,0.0595519139655611,0.0655437909932627
2019-09-30,0.040352594494279935,0.021044436423313023,0.06139703091759304,0.10782251428425518
2019-12-31,0.03436393344416351,0.02258242987642567,0.056946363320589014,0.08575340107417011
2020-03-31,0.05865047296434571,0.026200610273882142,0.08485108323822785,0.1516854466732949
2020-06-30,0.08557921331811892,0.021902331103189256,0.10748154442130836,0.2948593435468665
2020-09-30,,,,
